ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"42fcedd4-d0df-450f-9787-25171a1c8ff9","shipper_hawbcode":"L101240920210250125"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"e1d491a1-1c18-4e50-b671-a96b1cd7a2c0","shipper_hawbcode":"L101240920210252537"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"33e6e034-4278-4a82-a3ca-4e94dd65166f","shipper_hawbcode":"L101240920210252071"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"af6ad945-f1cf-4df6-a55b-da2f31c3d9b1","shipper_hawbcode":"L101240920210251972"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"29a022fa-6083-4c6d-afd1-028cbcac1592","shipper_hawbcode":"L101240920210252002"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"75264eb7-1222-486c-a166-aa0d3d2ef2a5","shipper_hawbcode":"L101240920210255750"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"17c890ef-1461-4bd3-9dc1-edd0a46cb236","shipper_hawbcode":"L101240920210254909"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"c811b028-ce9b-4e26-b276-c68e933ed1a2","shipper_hawbcode":"L102240920210325544"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"25256cfd-5b11-4930-8bbb-5b05fea29953","shipper_hawbcode":"L102240920210329550"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"b8f245e3-4b64-4489-adb5-d7aeb747048f","shipper_hawbcode":"L101240920210270129"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"caf39606-1503-460f-a87f-3deb5c03f16c","shipper_hawbcode":"L102240920210329436"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"5147e73b-8cb4-4610-9b14-d014aef21aae","shipper_hawbcode":"L101240920210261981"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"388869ae-fb82-4a7a-a76d-b57ca7758f5f","shipper_hawbcode":"L101240920210348509"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"491d304d-56f6-4780-9f00-55c838bdf337","shipper_hawbcode":"L101240920210351963"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"3be1b9fc-1e27-4b90-93bb-603c065e4e16","shipper_hawbcode":"L101240920210350355"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"b402c7eb-e2f9-4ae2-9c61-fedc7452d134","shipper_hawbcode":"L101240920210338709"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"5d3ff4a3-eaa6-47b0-a1c8-45256b535a38","shipper_hawbcode":"L101240920210338726"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"0fcee245-68d2-4e42-9b53-8ddc7fbcf15b","shipper_hawbcode":"L101240920210340183"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"400fb112-9318-42a4-a271-3f73f5cba860","shipper_hawbcode":"L101240920210340044"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"4a8701af-5535-465b-babd-28c5d1629046","shipper_hawbcode":"L101240920210344041"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"6aeae129-51db-4c5f-83fd-305d72250607","shipper_hawbcode":"L101240920210364320"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"ec8222c7-f1c5-4a45-b286-bf0b0319e542","shipper_hawbcode":"L101240920210364252"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"3d6ee45d-9e45-48c1-8ac0-de4bd7cb922f","shipper_hawbcode":"L101240920210364146"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"9513238f-a22c-4ed9-a430-3f0d26157eac","shipper_hawbcode":"L101240920210364016"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"1b22aa6e-9fcc-4152-944f-30c1f8f50b19","shipper_hawbcode":"L101240920210367191"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"3cf357df-f983-4c44-b099-00d380d914fe","shipper_hawbcode":"L101240920210369561"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"343b3242-c90f-480e-a2a5-3c32c9cb5d07","shipper_hawbcode":"L101240912210265640"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"a5df7fb7-232c-40dd-874a-784fdddb3127","shipper_hawbcode":"L101240912210265587"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"4a93e45e-bf58-4fa0-8693-b8e9bb29c955","shipper_hawbcode":"L101240912210265594"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"357333d7-081c-46f0-bee9-4bf09482371d","shipper_hawbcode":"L101240912210265592"}	2.00
ZT.ODS.LTS.ORDER.ConfirmQueueEventHandler	{"msg_id":"5efd1d51-fb92-4b0d-b2c5-18a10779e9ba","shipper_hawbcode":"L101240912210265556"}	2.00
